,conta_contabil,cod_r,nome_conta,saldo_ant,deb,cred,saldo_atual
226,3.2.01.01.00.000004,31245.0,(-) ICMS S/ MERCADORIAS,0.0,0.0,78812.99,78812.99
227,3.2.01.01.00.000010,3427.0,(-) IPI S/ IMPORTACAO,0.0,0.0,73658.81,73658.81
228,3.2.01.01.00.000003,3420.0,(-) IPI S/ MERCADORIA,0.0,0.0,24116.51,24116.51
229,3.2.01.01.00.000019,33797.0,FRETES S/ COMPRAS REVENDAS,0.0,49280.29,0.0,-49280.29
230,3.2.01.01.00.000008,3425.0,IMPORTACAO,0.0,1666127.87,0.0,-1666127.87
231,3.2.01.01.00.000002,3419.0,MERCADORIAS DE REVENDA,0.0,538603.78,0.0,-538603.78
232,4.0.00.00.00.000000,4.0,DESPESAS,0.0,951685.49,4926.78,-946758.71
233,4.3.00.00.00.000000,4577.0,DESPESAS ADMINISTRATIVAS,0.0,875932.72,5216.09,-870716.63
234,4.3.01.00.00.000000,4658.0,REMUNERACAO DA DIRETORIA,0.0,9206.64,0.0,-9206.64
235,4.3.01.01.00.000000,41034.0,REMUNERACAO DA DIRETORIA,0.0,7644.18,0.0,-7644.18
236,4.3.01.01.00.000001,4667.0,PRO-LABORE,0.0,7866.14,0.0,-7866.14
237,4.3.05.00.00.000000,4659.0,DESPESAS C/PESSOAL,0.0,217691.79,480.0,-217211.79
238,4.3.05.01.00.000000,41035.0,DESPESAS C/PESSOAL,0.0,230443.56,495.96,-229947.6
239,4.3.05.01.00.000003,4670.0,13O. SALARIO,0.0,143.85,0.0,-143.85
240,4.3.05.01.00.000011,4678.0,ASSISTENCIA MEDICA,0.0,16675.69,350.59,-16325.099999999999
241,4.3.05.01.00.000052,43832.0,BOLSA AUXILIO,0.0,157.98,0.0,-157.98
242,4.3.05.01.00.000032,4699.0,COMISSOES - PF,0.0,94250.66,0.0,-94250.66
243,4.3.05.01.00.000078,428529.0,EPI-EQPTI DE PROTEÇÃO INDIVIDUAL,0.0,444.35,0.0,-444.35
244,4.3.05.01.00.000012,4679.0,ESTAGIARIOS,0.0,6469.64,0.0,-6469.64
245,4.3.05.01.00.000004,4671.0,FERIAS,0.0,8527.28,0.0,-8527.28
246,4.3.05.01.00.000010,4677.0,INDENIZACAO TRABALHISTA,0.0,436.19,0.0,-436.19
247,4.3.05.01.00.000001,4668.0,SALARIOS E ORDENADOS,0.0,67787.48,202.03,-67585.45
248,4.3.05.01.00.000020,4687.0,VALE REFEICAO,0.0,22155.03,0.0,-22155.03
249,4.3.05.01.00.000016,4683.0,VALE TRANSPORTE,0.0,1370.25,0.0,-1370.25
250,4.3.10.00.00.000000,4660.0,SERVICOS PRESTADOS TERCEIROS,0.0,281105.05,2155.5,-278949.55
251,4.3.10.01.00.000000,41036.0,SERVICOS PRESTADOS TERCEIROS,0.0,297477.69,1837.45,-295640.24
252,4.3.10.01.00.000023,4732.0,ASSISTENCIA CONTABIL,0.0,20661.29,0.0,-20661.29
253,4.3.10.01.00.000024,4733.0,ASSISTENCIA JURIDICA,0.0,6970.84,0.0,-6970.84
254,4.3.10.01.00.000053,433310.0,DESPESA COM SUPORTE TÉCNICO,0.0,2460.69,0.0,-2460.69
255,4.3.10.01.00.000042,428193.0,EXAME MÉDICO,0.0,598.2,0.0,-598.2
256,4.3.10.01.00.000004,4713.0,FRETES E CARRETOS - PJ,0.0,21950.14,0.0,-21950.14
257,4.3.10.01.00.000018,4727.0,HONORARIOS ADMISTRATIVOS,0.0,12956.34,0.0,-12956.34
258,4.3.10.01.00.000052,433285.0,SERVICO DE LIMPEZA E SEGURANÇA,0.0,2953.38,0.0,-2953.38
259,4.3.10.01.00.000014,4723.0,SERVICO TELECOMUNICACOES,0.0,4322.43,0.0,-4322.43
260,4.3.10.01.00.000005,4714.0,SERVICOS PRESTADOS - PF,0.0,1476.76,0.0,-1476.76
261,4.3.10.01.00.000006,4715.0,SERVICOS PRESTADOS - PJ,0.0,182845.95,2037.06,-180808.89
262,4.3.15.00.00.000000,4661.0,ENCARGOS SOCIAIS,0.0,31591.02,0.0,-31591.02
263,4.3.15.01.00.000000,41037.0,ENCARGOS SOCIAIS,0.0,29060.49,0.0,-29060.49
264,4.3.15.01.00.000002,4735.0,FGTS,0.0,7005.48,0.0,-7005.48
265,4.3.15.01.00.000001,4734.0,INSS,0.0,25389.21,0.0,-25389.21
266,4.3.30.00.00.000000,4665.0,PROVISOES E DEPRECIACOES,0.0,22940.74,0.0,-22940.74
267,4.3.30.01.00.000000,41041.0,PROVISOES E DEPRECIACOES,0.0,22416.9,0.0,-22416.9
268,4.3.30.01.00.000001,4751.0,DEPRECIACOES,0.0,19880.48,0.0,-19880.48
269,4.3.35.00.00.000000,4666.0,DESPESAS GERAIS,0.0,296726.92,2324.36,-294402.56
270,4.3.35.01.00.000000,41042.0,DESPESAS GERAIS,0.0,317607.43,2615.71,-314991.72
271,4.3.35.01.00.000009,4763.0,AGUA E ESGOTO,0.0,1208.72,0.0,-1208.72
272,4.3.35.01.00.000001,4757.0,ALUGUEIS,0.0,46562.03,0.0,-46562.03
273,4.3.35.01.87.000000,433423.0,ANUIDADE DE CARTÃO DE CREDITO,0.0,37.66,37.81,0.15000000000000568
274,4.3.35.01.21.000000,43297.0,BENS DE PEQUENO VALOR,0.0,2013.1,0.0,-2013.1
275,4.3.35.01.34.000000,46652.0,COMBUSTIVEIS E LUBRIFICANTES,0.0,8764.82,0.0,-8764.82
276,4.3.35.01.02.000000,42592.0,CONSERVACAO E MANUTENCAO,0.0,9581.27,0.0,-9581.27
277,4.3.35.01.00.000017,4771.0,CONTRIBUICOES E DOACOES,0.0,395.36,0.0,-395.36
278,4.3.35.01.00.000015,4769.0,CORREIOS E MALOTES,0.0,906.7,0.0,-906.7
279,4.3.35.01.00.000010,4764.0,CURSOS E ESTUDOS,0.0,6425.2,1294.01,-5131.19
280,4.3.35.01.00.000029,42247.0,DESPESA C/ PROC. DE DADOS,0.0,4352.66,0.0,-4352.66
281,4.3.35.01.07.000000,43070.0,DESPESA C/CONDUÇÃO,0.0,651.54,0.0,-651.54
282,4.3.35.01.08.000000,43072.0,DESPESA C/VEÍCULOS,0.0,579.02,0.0,-579.02
283,4.3.35.01.00.000021,4775.0,DESPESA DE COPA,0.0,1132.53,0.0,-1132.53
284,4.3.35.01.90.000000,433594.0,DESPESA DE MANUTENÇÃO DE PLATAFORMA,0.0,735.12,0.0,-735.12
285,4.3.35.01.88.000000,433424.0,DESPESA DE MANUTENÇÃO SOFTWARE/PLATAFORMA,0.0,65.39,0.0,-65.39
286,4.3.35.01.00.000028,41321.0,DESPESAS DE VIAGENS E ESTADIAS,0.0,2666.94,0.0,-2666.94
287,4.3.35.01.62.000000,428123.0,DESPESAS DIVERSAS,0.0,1092.91,1069.37,-23.54000000000019
288,4.3.35.01.64.000000,428350.0,DESPESAS IMPORTAÇÕES,0.0,118503.93,0.0,-118503.93
289,4.3.35.01.31.000000,46649.0,DESPESAS LEGAIS,0.0,13185.21,0.0,-13185.21
290,4.3.35.01.00.000022,4776.0,ENERGIA ELETRICA,0.0,1350.03,0.0,-1350.03
291,4.3.35.01.00.000023,4778.0,IMPRESSO E MATERIAL DE ESCRITORIO,0.0,5586.15,0.0,-5586.15
292,4.3.35.01.16.000000,43292.0,INTERNET,0.0,759.1,0.0,-759.1
293,4.3.35.01.00.000024,41317.0,LANCHES E REFEICOES,0.0,3375.17,0.0,-3375.17
294,4.3.35.01.50.000000,49341.0,LOCACAO DE VEICULOS,0.0,1547.29,0.0,-1547.29
295,4.3.35.01.18.000000,43294.0,MATERIAL DE CONSUMO,0.0,44665.69,0.0,-44665.69
296,4.3.35.01.00.000025,41318.0,MATERIAL DE LIMPEZA,0.0,1203.71,0.0,-1203.71
297,4.3.35.01.25.000000,46492.0,MULTA DE TRANSITO,0.0,482.95,0.0,-482.95
298,4.3.35.01.00.000013,4767.0,PEDAGIO,0.0,2995.4,0.0,-2995.4
299,4.3.35.01.09.000000,43073.0,SEGURO,0.0,8939.16,0.0,-8939.16
300,4.3.35.01.10.000000,43282.0,TELEFONE,0.0,1949.31,0.0,-1949.31
301,4.6.00.00.00.000000,4580.0,DESPESAS TRIBUTARIAS,0.0,152308.42,0.0,-152308.42
302,4.6.01.00.00.000000,4800.0,"IMPOSTOS, TRIBUTOS E TAXAS",0.0,153534.59,0.0,-153534.59
303,4.6.01.01.00.000000,41046.0,"IMPOSTOS, TRIBUTOS E TAXAS",0.0,143713.32,0.0,-143713.32
304,4.6.01.01.00.000001,4801.0,ADICIONAL I.RENDA,0.0,27649.79,0.0,-27649.79
305,4.6.01.01.00.000007,4807.0,CONTRIBUICAO SOCIAL,0.0,48331.49,0.0,-48331.49
306,4.6.01.01.01.000000,42594.0,ICMS - DIFERENCIAL DE ALIQUOTA,0.0,1426.84,0.0,-1426.84
307,4.6.01.01.00.000019,4819.0,ICMS SOBRE OUTRAS SAIDAS,0.0,2897.55,0.0,-2897.55
308,4.6.01.01.03.000000,45282.0,ICMS ST S/ OUTRAS SAIDAS,0.0,1163.9,0.0,-1163.9
309,4.6.01.01.00.000014,4814.0,IMPOSTO DE RENDA,0.0,55663.82,0.0,-55663.82
310,4.6.01.01.00.000008,4808.0,IMPOSTOS E TAXAS DIVERSAS,0.0,400.9,0.0,-400.9
311,4.6.01.01.00.000011,4811.0,IPI S/ OUTRAS SAIDAS,0.0,3334.14,0.0,-3334.14
312,4.6.01.01.00.000012,4812.0,IPTU,0.0,901.94,0.0,-901.94
313,4.6.01.01.00.000020,4820.0,IPVA,0.0,1280.93,0.0,-1280.93
314,4.7.00.00.00.000000,4581.0,DESPESAS FINANCEIRAS,0.0,41649.25,0.24,-41649.01
315,4.7.01.00.00.000000,4826.0,VARIACOES MONETARIAS,0.0,6073.84,0.0,-6073.84
316,4.7.01.01.00.000000,41048.0,VARIACOES MONETARIAS,0.0,7009.45,0.0,-7009.45
317,4.7.01.01.00.000003,4830.0,VARIACAO CAMBIAL PASSIVA,0.0,6370.01,0.0,-6370.01
318,4.7.15.00.00.000000,4827.0,OUTRAS DESPESAS FINANCEIRAS,0.0,39502.86,0.22,-39502.64
319,4.7.15.01.00.000000,41049.0,OUTRAS DESPESAS FINANCEIRAS,0.0,38633.92,0.23,-38633.689999999995
320,4.7.15.01.00.000010,4843.0,DESCONTOS CONCEDIDOS,0.0,758.76,0.0,-758.76
321,4.7.15.01.00.000018,46656.0,DESPESAS C/CARTÃO DE CREDITO,0.0,13616.56,0.0,-13616.56
322,4.7.15.01.00.000017,46655.0,IOF,0.0,2729.08,0.0,-2729.08
323,4.7.15.01.00.000022,424714.0,JUROS BANCARIOS,0.0,11337.07,0.0,-11337.07
324,4.7.15.01.00.000005,4838.0,JUROS MORA S/IMPOSTOS,0.0,735.54,0.0,-735.54
325,4.7.15.01.00.000004,4837.0,JUROS PASSIVOS,0.0,833.02,0.0,-833.02
326,4.7.15.01.00.000009,4842.0,JUROS S/EMPRESTIMO,0.0,5181.1,0.0,-5181.1
327,4.7.15.01.00.000001,4834.0,TARIFAS BANCARIAS,0.0,3391.72,0.22,-3391.5
328,5.0.00.00.00.000000,5.0,RECEITAS,0.0,1035860.6,4758942.05,3723081.4499999997
329,5.1.00.00.00.000000,5858.0,RECEITA BRUTA OPERACIONAL,0.0,1054473.76,4924179.97,3869706.21
330,5.1.10.00.00.000000,5861.0,REVENDA DE MERCADORIAS,0.0,1201104.52,4606977.35,3405872.8299999996
331,5.1.10.01.00.000000,51054.0,REVENDA DE MERCADORIAS,0.0,1113037.3,4390029.42,3276992.12
332,5.1.10.01.00.000011,51364.0,(-) COFINS S/ REVENDAS,0.0,90141.64,0.0,-90141.64
333,5.1.10.01.00.000006,51359.0,(-) DEVOLUCAO DE REVENDAS,0.0,70411.39,0.0,-70411.39
334,5.1.10.01.00.000003,51356.0,(-) ICMS S/ REVENDAS,0.0,612547.98,0.0,-612547.98
335,5.1.10.01.00.000005,51358.0,(-) ICMS ST - INTERESTADUAL,0.0,43871.58,0.0,-43871.58
336,5.1.10.01.00.000002,51355.0,(-) IPI S/ REVENDAS,0.0,223490.36,0.0,-223490.36
337,5.1.10.01.00.000010,51363.0,(-) PIS S/ REVENDAS,0.0,22246.34,0.0,-22246.34
338,5.1.10.01.00.000008,51361.0,ICMS S/ DEVOLUCAO DE REVENDAS,0.0,0.0,11584.72,11584.72
339,5.1.10.01.00.000007,51360.0,IPI S/ DEVOLUCAO DE REVENDAS,0.0,0.0,3888.74,3888.74
340,5.1.10.01.00.000001,5874.0,REVENDAS DE MERCADORIAS,0.0,0.0,4617230.33,4617230.33
341,5.1.15.00.00.000000,51062.0,VENDAS DE SERVIÇOS,0.0,4365.13,68104.39,63739.26
342,5.1.15.01.00.000000,5862.0,VENDAS DE SERVICOS,0.0,4018.51,70550.04,66531.53
343,5.1.15.01.00.000002,5878.0,(-) ISS,0.0,2435.94,0.0,-2435.94
344,5.1.15.01.00.000004,5880.0,(-)COFINS S/SERVICOS PRESTADOS,0.0,1362.74,0.0,-1362.74
345,5.1.15.01.00.000003,5879.0,(-)PIS S/SERVICOS PRESTADOS,0.0,320.08,0.0,-320.08
346,5.1.15.01.00.000001,5877.0,SERVICOS PRESTADOS,0.0,0.0,70490.34,70490.34
347,5.1.85.00.00.000000,5869.0,RECEITAS FINANCEIRAS,0.0,0.0,91362.67,91362.67
348,5.1.85.01.00.000000,51060.0,RECEITAS FINANCEIRAS,0.0,0.0,94172.98,94172.98
349,5.1.85.01.00.000001,5912.0,DESCONTOS OBTIDOS,0.0,0.0,0.32,0.32
350,5.1.85.01.00.000006,5917.0,RECEITAS VARIACAO CAMBIAL,0.0,0.0,77166.66,77166.66
351,5.1.85.01.00.000007,5918.0,RENDIMENTOS APLICACAO,0.0,0.0,13582.38,13582.38
352,5.1.90.00.00.000000,5870.0,OUTRAS RECEITAS OPERACIONAIS,0.0,0.0,108894.04,108894.04
353,5.1.90.01.00.000000,51061.0,OUTRAS RECEITAS OPERACIONAIS,0.0,0.0,110964.63,110964.63
354,5.1.90.01.05.000000,529559.0,ICMS S/OUTRAS ENTRADAS,0.0,0.0,273.9,273.9
355,5.1.90.01.06.000000,529562.0,IPI S/OUTRAS ENTRADAS,0.0,0.0,588.17,588.17
356,5.1.90.01.00.000002,5922.0,RECUPERACAO CUSTOS/DESPESAS,0.0,0.0,4099.49,4099.49
357,5.1.90.01.19.000000,539509.0,RESSARCIMENTO EXCLUSAO BC PIS/COFINS,0.0,0.0,94736.93,94736.93
